ss015,2.17393756,0.4491197,-1.08792132,-1.34515911,1.97323112,-0.83148403,-1.93141859,1.62715274,0.79051897,-0.68311874,-0.2747275,-0.26138109,-0.76790454,-0.38448074,,,,,,0.62570834,-0.30497632,-0.48934486,0.53711524,0.4978412,0.40225368,-0.36819061,1.2866113,1.15531231,1.82169283,0.29764475,0.65658005,-0.9844303,1.46206062,,,0.50972541,0.45227595,,,-1.11899653,-0.69786845,-0.56558142,2.83348987,-5.47409231,,,1
ss016,0.84347084,-1.69887523,-3.63349934,0.53760211,0.72028519,0.28797238,-0.45948262,2.3422006,1.66220347,1.15239264,-0.77005739,-0.84001266,0.45882912,-0.90330366,0.71708306,0.62612469,0.72988558,-0.37624596,-0.65032006,-0.446039,-0.30516376,-0.35674195,0.54660141,-0.61095925,-0.74572349,-1.01731666,,-1.23987329,0.90324286,-0.59836559,-1.45015502,-1.49720446,0.75150384,-0.77496333,-0.9255997,-0.94659406,-0.9804404,-1.08917768,-0.73891597,,-0.78366782,1.03533941,-1.06633087,2.61620289,0.79545854,0.89319881,1
ss020,0.67362381,0.62434215,0.57240251,0.29428952,0.78010286,0.46096282,0.35900693,1.0143397,1.2210765,0.7014387,0.42770989,0.53688653,-0.38627052,0.37543081,0.95180762,0.88216773,1.04437183,0.76412089,0.48189904,0.39421962,0.37373712,0.65099175,0.47332807,0.46985177,0.53835066,-0.90400962,1.29148591,0.72126335,0.65287847,0.6419893,0.65048679,1.04362627,1.47476943,0.90539131,0.90638825,0.60878726,-0.35065598,0.80476825,-1.81194324,1.36904705,-0.68919962,0.8400891,0.48750855,0.53742274,0.8594478,0.96797191,1
ss021,0.75009854,0.80384049,1.45283585,0.36060311,0.49971717,0.62158612,0.26070593,3.80965584,1.21602059,5.44645563,-1.11894716,0.6194318,-0.97856256,0.73350919,2.77186918,,3.72092728,,,-0.48723655,0.3875337,-0.64017687,0.65317641,-0.37937935,-0.71180988,-2.54864943,2.00871961,1.00075742,1.31227353,1.33896169,0.70145282,0.81044863,2.55340079,1.95478233,-1.15447141,0.51630741,-0.44852772,-4.46060378,-0.71171817,-2.67774448,-0.39510326,0.72937666,2.2558565,3.15760808,0.61629479,0.70896014,1
ss023,-1.94616543,1.63407584,1.43165959,-2.33019623,2.73358447,,2.02831243,,,-2.26704415,-1.0886958,-1.13402319,-1.38157989,-0.761735,-1.85761235,1.68666794,,-1.60786152,0.90085127,-1.26744323,-1.29758092,-0.77034006,1.08589332,0.98110231,1.29186876,-1.54845647,,,1.75099257,,1.92607015,1.83275204,,-2.05549951,4.34167034,,,-1.91872824,2.08349991,-4.2450042,-5.06116894,1.51036474,3.3701587,-2.23550958,2.19414358,2.32532034,1
ss030,,-1.2932738,-2.02409476,-1.13545382,0.68185524,-0.53003385,0.34748351,1.09921065,0.820076,1.77541189,-1.92266729,-1.51577778,-0.96556298,-1.59756518,-0.51358428,0.35623857,-0.55698687,-0.60614893,-1.23960321,-1.37279616,-1.07031495,-0.88592197,-1.49975051,-0.81028412,-0.46073613,-1.28775186,0.80143481,0.92701629,0.67184742,-0.69217072,-0.66010482,-0.95035044,0.30011332,-0.77314098,0.61626003,-1.24405461,-1.02490929,-0.34673391,-1.68566287,-1.1654646,-0.35823096,-1.2493613,-0.8398834,-0.18844104,-1.17662889,-1.20411654,1
ss036,1.22993533,0.9775477,0.82955345,0.44984495,1.17839173,-1.1650216,-1.14345519,0.93534348,0.85007457,-0.85200956,-0.58512549,0.89258144,0.50078873,0.4156798,1.60750769,1.63749178,0.37985273,1.30934309,0.55888101,1.04780868,0.7357449,0.46764713,0.76824734,0.69622311,0.3946392,-0.40935005,0.28254642,0.58049188,-1.21813113,-1.18410608,-0.58841004,0.74512872,1.19378856,0.97460583,1.40013166,1.61089377,-0.61804046,1.31907773,0.88829926,0.7973729,0.81545138,0.41036028,-1.2530273,-0.79529507,-0.30498741,0.62919471,1
ss041,0.20170116,1.19404273,,0.35059546,0.39451372,-0.19978024,0.50994514,0.69815379,0.88140478,0.61176073,0.55630669,-0.45010085,0.34318383,0.45276353,0.55498376,0.69097771,0.86346217,0.50061532,0.61570727,0.45123242,0.26858176,0.33978867,0.78169887,0.58522631,0.41245587,0.61996895,0.53588697,0.38317351,1.05713097,,0.76995471,1.40187706,,0.59229817,0.30793475,-0.29571504,-0.19654601,0.46042753,0.42578996,0.20722226,0.34374498,1.04030085,,0.43954811,0.49247862,0.61428307,1
ss044,1.01581258,-1.06582927,0.36313152,0.40849269,0.76871026,0.50091136,-0.43295346,1.25346387,0.76033574,0.80211005,-0.29038773,1.00281446,-0.47667055,-0.33539199,0.45109047,0.52170655,1.53276237,0.89596652,0.31888874,0.488156,0.59887015,-0.46567137,0.44697288,-0.24001444,0.44171347,-0.32762239,0.90274958,1.09220882,1.67598449,0.79257832,0.92729656,0.44567798,1.13185485,0.98707119,-0.19684278,0.48287918,0.37497113,-1.98152678,-1.56981723,-1.06397383,-0.21656508,0.81241136,1.24169187,2.08353828,,0.89170114,1
ss062,3.08871731,,1.0273239,0.46043851,1.1563635,0.66379609,-0.53619314,2.15868566,,-2.18524183,0.66821139,1.09233761,0.51122288,0.64759698,-0.73727418,0.76935424,1.1065471,0.64835897,1.01009419,0.7058253,0.35602793,0.83207038,0.73622972,0.62174376,0.61315529,-0.50566539,1.50088719,1.66704785,,,1.13876769,1.81366833,2.05294599,2.62793877,1.16005198,1.31488813,,,1.1461155,-0.41683367,-0.26252084,,,1.09209554,0.84788113,1.00428555,1
